Date,cond_vol
2014-02-28,8.128630966790821
2014-03-31,8.073610045499288
2014-04-30,8.229731083313835
2014-05-31,8.095965161519867
2014-06-30,8.584295422536748
2014-07-31,8.746193981240808
2014-08-31,8.725324256129573
2014-09-30,8.752619423252188
2014-10-31,8.690414838878269
2014-11-30,8.506848852509362
2014-12-31,8.489388141854434
2015-01-31,8.597392216320996
2015-02-28,8.43126563586801
2015-03-31,8.482994957360921
2015-04-30,8.395830302300586
2015-05-31,8.244555019301732
2015-06-30,8.269904252788237
2015-07-31,8.273240219903329
2015-08-31,8.649407322330347
2015-09-30,8.991781001964187
2015-10-31,8.830537170510345
2015-11-30,8.750840063834708
2015-12-31,8.603911397754931
2016-01-31,8.441211495216832
2016-02-29,8.434640998843262
2016-03-31,8.99641438342408
2016-04-30,9.018832933357
2016-05-31,8.79472767740642
2016-06-30,8.632452918691362
2016-07-31,8.459013573632937
2016-08-31,8.297558286150114
2016-09-30,8.329083282245405
2016-10-31,8.347748171598926
2016-11-30,8.513726656847872
2016-12-31,8.35077522748298
2017-01-31,8.203609679674832
2017-02-28,8.142727916596707
2017-03-31,8.064829411442386
2017-04-30,8.02777393328434
2017-05-31,7.912274827563751
2017-06-30,7.919762547470814
2017-07-31,8.288740116079873
2017-08-31,8.277038156851264
2017-09-30,8.337857435303926
2017-10-31,8.390572717627958
2017-11-30,8.550349992217255
2017-12-31,8.439715224932835
2018-01-31,8.422247679335182
2018-02-28,8.296606010673562
2018-03-31,8.359899323051234
2018-04-30,8.286174327464305
2018-05-31,8.143063134398371
2018-06-30,8.028497543465491
2018-07-31,8.365686660284679
2018-08-31,8.254449180081407
2018-09-30,8.284906837109054
2018-10-31,8.146637644065828
2018-11-30,8.691958178974385
2018-12-31,8.75737216181147
2019-01-31,8.65908664694892
2019-02-28,8.597931280378406
2019-03-31,8.602077289412087
2019-04-30,8.48517192886332
2019-05-31,8.480348674700846
2019-06-30,8.31576102782625
2019-07-31,8.197018095273213
2019-08-31,9.149077150629955
2019-09-30,9.40622780453431
2019-10-31,9.29603559560653
2019-11-30,9.155844680239746
2019-12-31,9.08757856751211
2020-01-31,8.878564047046726
2020-02-29,9.483018079594649
2020-03-31,9.999167469141673
2020-04-30,10.95071103857273
2020-05-31,11.039426563279942
2020-06-30,10.638093550115604
2020-07-31,10.26961203013912
2020-08-31,9.96621651056621
2020-09-30,9.68048181558683
2020-10-31,10.152039400243131
2020-11-30,9.937438106857707
2020-12-31,10.433168149912436
2021-01-31,10.688179899640161
2021-02-28,10.377287476927114
2021-03-31,11.31613346660248
2021-04-30,11.043370620620353
2021-05-31,10.67340393945142
2021-06-30,10.324024828703651
2021-07-31,9.984631779788248
2021-08-31,9.67855482820757
2021-09-30,9.42077853182562
2021-10-31,10.065864821492308
2021-11-30,9.747099735745325
2021-12-31,9.454490281342446
2022-01-31,9.18368422056396
2022-02-28,9.83217134668883
2022-03-31,9.640487416518601
2022-04-30,9.35445265398113
2022-05-31,9.114674132173398
2022-06-30,8.997365685533318
2022-07-31,8.77460244752581
2022-08-31,9.034577724882338
2022-09-30,8.873960586676628
2022-10-31,8.918567697507525
2022-11-30,8.769573198910319
2022-12-31,8.813536221832946
2023-01-31,8.639367531563034
2023-02-28,8.465786307512992
2023-03-31,8.432697993855209
2023-04-30,8.27635103539791
2023-05-31,8.190113444819765
2023-06-30,8.088173063061554
2023-07-31,7.988415638845934
2023-08-31,8.137337330342627
2023-09-30,8.022041339267217
2023-10-31,8.152018321922805
2023-11-30,8.063762412865994
2023-12-31,8.08759405202734
2024-01-31,8.022937412819212
2024-02-29,9.058685484296364
2024-03-31,8.91293245536068
2024-04-30,8.699548399433091
2024-05-31,8.570759782731066
2024-06-30,8.55348250376885
2024-07-31,8.403805449588543
2024-08-31,9.259623341170238
2024-09-30,9.01093179116106
2024-10-31,9.130334665180056
2024-11-30,9.270058657966734
2024-12-31,9.02739502450478
